MTS793|MPT|ENU|1|0|.|/|:|1|0|0|A

Data Acquisition                                            Time:     10.017578 s         4/13/2017 11:15:12 AM
Time      Ch 1 Force Ch 1 Displacement Ch 1 Laser Ext
s         lbf       in        in
4.3330078 3452.1482 0.032196194 -0.00044440312
4.3427734 3451.9973 0.032197982 -0.00035777179
4.3525391 3457.0583 0.032280236 -0.00052197883
4.3623047 3465.6719 0.032341033 -0.0005728926
4.3720703 3480.0457 0.032380223 -0.00040085553
4.3818359 3501.0781 0.032553524 -0.00047022212
4.3916016 3502.6909 0.032579005 -0.0005444928
4.4013672 3498.3037 0.032616556 -0.00062338024
4.4111328 3501.1658 0.032670945 -0.00048252044
4.4208984 3512.5491 0.032752007 -0.0004591278
4.4306641 3524.4377 0.032810569 -0.0006301548
4.4404297 3529.2336 0.032903105 -0.0005822457
4.4501953 3532.5356 0.032959133 -0.00060967985
4.4599609 3531.166  0.032986403 -0.00046583317
4.4697266 3531.8689 0.033003092 -0.00061348581
4.4794922 3532.0505 0.033030063 -0.00070934743
4.4892578 3543.6729 0.033124536 -0.00055755791
4.4990234 3547.8965 0.033188313 -0.00058018649
4.5087891 3549.6189 0.033192784 -0.00052190549
4.5185547 3553.9177 0.033236891 -0.00068551389
4.5283203 3558.2737 0.033279806 -0.00058534584
4.5380859 3569.7314 0.033365637 -0.00050744938
4.5478516 3575.2693 0.033455789 -0.00072700641
4.5576172 3578.4463 0.033504665 -0.00069767289
4.5673828 3584.4907 0.033560842 -0.00067021127
4.5771484 3583.1482 0.033580065 -0.00060373492
4.5869141 3593.6436 0.033643842 -0.00063963205
4.5966797 3606.6289 0.033753663 -0.00077337085
4.6064453 3616.7878 0.03384158 -0.00068901695
4.6162109 3632.8477 0.034022182 -0.0007074165
4.6259766 3642.1543 0.034057647 -0.00060733274
4.6357422 3650.9075 0.034093112 -0.00077817868
4.6455078 3653.5415 0.034195036 -0.00077927363
4.6552734 3659.1174 0.03425315 -0.00052968791
4.6650391 3661.6011 0.034351796 -0.00070638111
4.6748047 3656.2576 0.034348816 -0.00056507083
4.6845703 3649.9351 0.034357905 -0.00069343607
4.6943359 3647.7498 0.034324527 -0.0006368935
4.7041016 3646.707  0.034420788 -0.00049294374
4.7138672 3656.7505 0.034466684 -0.00061064103
4.7236328 3670.8792 0.034544468 -0.00059952197
4.7333984 3674.8018 0.034620166 -0.00061623211
4.7431641 3670.5417 0.034653842 -0.00047594801
4.7529297 3672.1394 0.034656078 -0.00062233617
4.7626953 3673.1724 0.034698248 -0.00069367763
4.7724609 3680.2012 0.034717023 -0.00054892205
4.7822266 3695.8733 0.034850538 -0.00057670136
4.7919922 3702.8352 0.034961104 -0.00052782614
4.8017578 3702.6563 0.034958124 -0.00068721984
4.8115234 3709.1653 0.03502056 -0.00056116952
4.8212891 3712.6128 0.035099387 -0.00048358101
4.8310547 3716.4131 0.035108477 -0.00060259184
4.8408203 3729.6296 0.035202652 -0.00059142377
4.8505859 3741.668  0.035320967 -0.00064769312
4.8603516 3748.0286 0.035368949 -0.00049473764
4.8701172 3744.5786 0.035453588 -0.00056923332
4.8798828 3744.0911 0.035442859 -0.00066502299
4.8896484 3746.9236 0.035486221 -0.00057130773
4.8994141 3755.9578 0.035518855 -0.00055785675
4.9091797 3764.8911 0.035620034 -0.00050239678
4.9189453 3769.9363 0.035656393 -0.00065952673
4.9287109 3770.3369 0.035736114 -0.00050966121
4.9384766 3769.3374 0.035778284 -0.00041610093
4.9482422 3778.3457 0.035809875 -0.00057901221
4.9580078 3783.179  0.035879016 -0.00044739555
4.9677734 3780.7063 0.035961866 -0.00056093623
4.9775391 3788.0054 0.036006719 -0.00036883581
4.9873047 3797.877  0.036052614 -0.00033878049
4.9970703 3807.4473 0.036156029 -0.00051073369
5.0068359 3809.1636 0.03619954 -0.00046356354
5.0166016 3817.3796 0.036282092 -0.00047736193
5.0263672 3826.7739 0.036334097 -0.00035327926
5.0361328 3835.8489 0.036469549 -0.00051391998
5.0458984 3846.021  0.036554188 -0.00056061446
5.0556641 3850.6064 0.036621839 -0.00040464639
